s1,s2,money1,money2,ordersComplete1,ordersComplete2,empty_empty,empty_full,full_empty,full_full,whole_order,whole_order_partner
allDef,weightedAdaptiveIfItAintBroke,226,226,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,199,199,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,199,199,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,226,226,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,190,190,16,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,235,235,23,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,190,190,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,214,214,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,211,211,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,214,214,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,229,229,23,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,196,196,16,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,226,226,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,205,205,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,208,208,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,244,244,24,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,208,208,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,187,187,16,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,226,226,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,196,196,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,181,181,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,208,208,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,226,226,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,226,226,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,232,232,25,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,229,229,23,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,211,211,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,214,214,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,205,205,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,208,208,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,235,235,23,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,211,211,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,226,226,22,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,232,232,22,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,205,205,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,217,217,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,187,187,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,208,208,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,187,187,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,190,190,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,226,226,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,211,211,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,214,214,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,229,229,22,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,232,232,22,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,208,208,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,211,211,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,247,247,25,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,238,238,23,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,238,238,23,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,220,220,20,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,214,214,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,19,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,208,208,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,202,202,17,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,208,208,18,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,262,262,27,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,226,226,21,0,-1,1,1,-2,6,6
allDef,weightedAdaptiveIfItAintBroke,214,214,19,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitForTat,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-178,-178,1,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-178,-178,0,2,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,0,1,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-184,-184,1,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,TitFor2Tats,-190,-190,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
TitForTat,GrimTrigger,-100,-100,0,0,-1,1,1,-2,6,6
